"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
49,"Private",180899,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Male",0,1755,45,"North America",">50K"
52,"Private",117496,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,1755,40,"North America",">50K"
24,"Other",314525,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1741,45,"North America","<=50K"
39,"Other",129573,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,1741,40,"North America","<=50K"
30,"Private",104052,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,1741,42,"North America","<=50K"
41,"Private",394669,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1741,40,"North America","<=50K"
36,"Private",171676,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,1741,40,"North America","<=50K"
28,"Private",191088,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,1741,52,"North America","<=50K"
45,"Private",428350,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,1740,40,"North America","<=50K"
34,"Government",210164,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"North America","<=50K"
31,"Private",106753,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"North America","<=50K"
35,"Private",148581,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"North America","<=50K"
32,"Private",209808,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1740,47,"North America","<=50K"
34,"Government",134886,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,1740,35,"North America","<=50K"
37,"Private",200598,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1740,45,"North America","<=50K"
29,"Self-Employed",168221,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1740,70,"North America","<=50K"
53,"Private",208321,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,1740,40,"North America","<=50K"
31,"Private",109428,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1740,40,"North America","<=50K"
46,"Private",148738,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1740,35,"North America","<=50K"
45,"Private",227791,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1740,50,"North America","<=50K"
45,"Government",132563,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","Black","Female",0,1726,40,"North America","<=50K"
24,"Private",106085,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,1721,30,"North America","<=50K"
39,"Private",52978,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,1721,55,"North America","<=50K"
18,"Private",193290,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,1721,20,"North America","<=50K"
17,"Private",148522,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,1721,15,"North America","<=50K"
23,"Private",129767,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1721,40,"North America","<=50K"
20,"Private",111697,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,1719,28,"North America","<=50K"
19,"Private",387215,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,1719,16,"North America","<=50K"
22,"Private",217961,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,1719,30,"North America","<=50K"
25,"Government",190107,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,1719,16,"North America","<=50K"
17,"Private",116626,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,1719,18,"North America","<=50K"
21,"Private",387335,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,1719,9,"North America","<=50K"
60,"Self-Employed",170114,"9th",5,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1672,84,"North America","<=50K"
45,"Other",181970,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1672,40,"North America","<=50K"
29,"Private",147755,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"North America","<=50K"
46,"Self-Employed",182541,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1672,50,"North America","<=50K"
42,"Private",117319,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"North America","<=50K"
43,"Private",220109,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,1672,44,"North America","<=50K"
28,"Private",346406,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1672,50,"North America","<=50K"
49,"Private",190115,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1672,44,"North America","<=50K"
33,"Private",232356,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1672,55,"North America","<=50K"
32,"Private",97723,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"North America","<=50K"
47,"Self-Employed",107231,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,65,"North America","<=50K"
37,"Private",186009,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1672,60,"North America","<=50K"
48,"Private",125933,"Some-college",10,"Widowed","Exec-managerial","Unmarried","Black","Female",0,1669,38,"North America","<=50K"
23,"Private",435835,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,1669,55,"North America","<=50K"
47,"Private",155124,"Assoc-voc",11,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1669,40,"North America","<=50K"
38,"Government",30509,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1669,55,"North America","<=50K"
30,"Private",33688,"HS-grad",9,"Never-married","Transport-moving","Unmarried","White","Female",0,1669,70,"North America","<=50K"
26,"Private",104834,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1669,40,"North America","<=50K"
40,"Private",180032,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1669,40,"North America","<=50K"
56,"Government",52953,"Doctorate",16,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1669,38,"North America","<=50K"
44,"Government",196456,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1669,40,"North America","<=50K"
53,"Government",137250,"Masters",14,"Widowed","Prof-specialty","Unmarried","Black","Female",0,1669,35,"North America","<=50K"
81,"Self-Employed",123959,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",0,1668,3,"Europe","<=50K"
56,"Self-Employed",216636,"12th",8,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1651,40,"North America","<=50K"
27,"Private",37250,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1651,40,"North America","<=50K"
37,"Private",295949,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1628,40,"North America","<=50K"
39,"Other",432555,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,1628,40,"North America","<=50K"
43,"Private",216042,"Some-college",10,"Divorced","Tech-support","Own-child","White","Female",0,1617,72,"North America","<=50K"
44,"Private",344920,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1617,20,"North America","<=50K"
19,"Private",242941,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,1602,10,"North America","<=50K"
19,"Private",240468,"Some-college",10,"Married-spouse-absent","Sales","Own-child","White","Female",0,1602,40,"North America","<=50K"
32,"Private",105938,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,1602,20,"North America","<=50K"
25,"Private",282313,"10th",6,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,1602,40,"North America","<=50K"
21,"Private",180339,"Assoc-voc",11,"Never-married","Farming-fishing","Not-in-family","White","Female",0,1602,30,"North America","<=50K"
17,"Private",209949,"11th",7,"Never-married","Sales","Own-child","White","Female",0,1602,12,"North America","<=50K"
30,"Private",48829,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,1602,30,"North America","<=50K"
17,"Private",225106,"10th",6,"Never-married","Other-service","Own-child","White","Female",0,1602,18,"North America","<=50K"
39,"Private",194287,"7th-8th",4,"Never-married","Other-service","Own-child","White","Male",0,1602,35,"North America","<=50K"
17,"Other",99893,"11th",7,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,1602,40,"North America","<=50K"
20,"Private",289405,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,1602,15,"North America","<=50K"
46,"Private",155933,"Bachelors",13,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,1602,8,"North America","<=50K"
26,"Private",149734,"HS-grad",9,"Separated","Craft-repair","Unmarried","Black","Female",0,1594,40,"North America","<=50K"
55,"Private",151474,"Bachelors",13,"Never-married","Tech-support","Other-relative","White","Female",0,1590,38,"North America","<=50K"
50,"Private",188186,"Masters",14,"Divorced","Sales","Not-in-family","White","Female",0,1590,45,"North America","<=50K"
46,"Private",160474,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,1590,43,"North America","<=50K"
32,"Private",165949,"Bachelors",13,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,1590,42,"North America","<=50K"
31,"Private",260782,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1579,45,"North America","<=50K"
21,"Private",146499,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,1579,40,"North America","<=50K"
33,"Private",54782,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1579,42,"North America","<=50K"
43,"Government",301638,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1579,40,"North America","<=50K"
20,"Private",115824,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1573,40,"North America","<=50K"
27,"Self-Employed",151402,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1573,70,"North America","<=50K"
45,"Private",196584,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1564,40,"North America",">50K"
34,"Private",98283,"Prof-school",15,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Male",0,1564,40,"Asia",">50K"
29,"Government",302422,"Assoc-voc",11,"Never-married","Protective-serv","Not-in-family","White","Male",0,1564,56,"North America",">50K"
59,"Government",114401,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,1504,19,"North America","<=50K"
37,"Private",245053,"Some-college",10,"Divorced","Handlers-cleaners","Own-child","White","Male",0,1504,40,"North America","<=50K"
44,"Private",262684,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,1504,45,"North America","<=50K"
27,"Private",38606,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,1504,45,"North America","<=50K"
49,"Private",168211,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,40,"North America",">50K"
36,"Private",398931,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1485,50,"North America",">50K"
53,"Private",238481,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1485,40,"North America","<=50K"
47,"Private",189123,"11th",7,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1485,58,"North America","<=50K"
45,"Self-Employed",192203,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,40,"North America",">50K"
27,"Private",112754,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1485,60,"North America",">50K"
42,"Government",227890,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1485,40,"North America","<=50K"
45,"Self-Employed",28497,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1485,70,"North America",">50K"
57,"Government",399246,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,1485,40,"Asia","<=50K"
44,"Government",165304,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1485,40,"North America",">50K"
65,"Government",103153,"7th-8th",4,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1411,40,"North America","<=50K"
31,"Private",331065,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,1408,40,"North America","<=50K"
34,"Private",345705,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,1408,38,"North America","<=50K"
29,"Private",193152,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,1408,40,"North America","<=50K"
28,"Private",339372,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,1408,40,"North America","<=50K"
50,"Private",178596,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,1408,50,"North America","<=50K"
48,"Government",121622,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",0,1380,40,"North America","<=50K"
44,"Government",193882,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",0,1340,40,"North America","<=50K"
54,"Private",172962,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1340,40,"North America","<=50K"
23,"Government",442359,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1092,40,"North America","<=50K"
27,"Private",151382,"7th-8th",4,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,974,40,"North America","<=50K"
34,"Private",60567,"11th",7,"Divorced","Transport-moving","Unmarried","White","Male",0,880,60,"North America","<=50K"
42,"Private",259757,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Male",0,653,50,"North America",">50K"
49,"Private",116338,"HS-grad",9,"Separated","Prof-specialty","Unmarried","White","Female",0,653,60,"North America","<=50K"
43,"Government",118600,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,625,40,"North America","<=50K"
49,"Government",159641,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,625,40,"North America","<=50K"
37,"Private",262409,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Female",0,213,45,"North America","<=50K"
40,"Private",65866,"Some-college",10,"Divorced","Tech-support","Unmarried","White","Female",0,213,40,"North America","<=50K"
36,"Private",204590,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","Black","Female",0,213,40,"North America","<=50K"
43,"Private",176270,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,60,"North America",">50K"
